Chemical formula,A,B,Valence A,Valence B,Radius A [ang],Radius B [ang],Crystal Type,Crystal Type,a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Band gap [eV],Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Vacancy energy [eV/O atom]
PdPbO3,Pd,Pb,2,4,0.86,0.78,orthorhombic,3,5.382,5.752,8.415,90,90,90,0,-0.656,0.273,-,13.025,-3.693
Pd2O3,Pd,Pd,3,3,0.76,0.76,cubic,0,3.919,3.919,3.919,90,90,90,0,0.207,0.726,-,12.035,-2.526
PdPrO3,Pd,Pr,3,3,0.76,0.99,orthorhombic,3,5.785,6.016,8.183,90,90,90,0,-1.781,0.356,0,14.24,-5.349
PdReO3,Pd,Re,2,4,0.86,0.63,cubic,0,3.865,3.865,3.865,90,90,90,0,-0.958,0.562,-0.032,11.548,3.701
PdRhO3,Pd,Rh,2,4,0.86,0.6,cubic,0,3.876,3.876,3.876,90,90,90,0,-0.137,0.745,0.375,11.644,-0.412
PdRuO3,Pd,Ru,2,4,0.86,0.62,cubic,0,3.847,3.847,3.847,90,90,90,0,-0.455,0.564,-0.013,11.384,1.85
PdSbO3,Pd,Sb,2,4,0.86,0.68,cubic,0,3.953,3.953,3.953,90,90,90,0,-0.726,0.525,-,12.358,1.009
PdScO3,Pd,Sc,3,3,0.76,0.75,cubic,0,4.022,4.022,4.022,90,90,90,0,-1.289,0.874,-0.005,13.009,-3.967
PdSiO3,Pd,Si,2,4,0.86,0.4,cubic,0,3.564,3.564,3.564,90,90,90,0,-1.372,0.732,-,9.053,1.398
PdSmO3,Pd,Sm,3,3,0.76,0.96,cubic,0,4.398,4.398,4.398,90,90,90,0,-1.01,1.156,0.6,17.017,-5.138
PdSnO3,Pd,Sn,2,4,0.86,0.69,cubic,0,4.018,4.018,4.018,90,90,90,0,-0.679,0.753,-,12.972,-0.903
PdTaO3,Pd,Ta,2,4,0.86,0.68,orthorhombic,3,5.416,5.577,7.755,90,90,90,0,-1.982,0.339,0.2,11.713,3.197
PdTbO3,Pd,Tb,2,4,0.86,0.76,cubic,0,4.349,4.349,4.349,90,90,90,0,-1.006,1.063,0.593,16.456,-4.687
PdTeO3,Pd,Te,2,4,0.86,0.97,cubic,0,4.025,4.025,4.025,90,90,90,0,-0.408,0.631,-,13.04,0.405
PdThO3,Pd,Th,2,4,0.86,0.94,cubic,0,4.507,4.507,4.507,90,90,90,0,-1.746,1.055,0.425,18.304,-2.178
PdTiO3,Pd,Ti,2,4,0.86,0.61,cubic,0,3.856,3.856,3.856,90,90,90,0,-1.65,0.555,0.396,11.464,0.139
PdTlO3,Pd,Tl,3,3,0.76,0.89,cubic,0,4.188,4.188,4.188,90,90,90,0,0.374,1.116,-,14.691,-6.1
PdTmO3,Pd,Tm,3,3,0.76,0.88,cubic,0,4.247,4.247,4.247,90,90,90,0,-1.27,0.956,0.602,15.325,-3.996
PdUO3,Pd,U,2,4,0.86,0.89,cubic,0,4.209,4.209,4.209,90,90,90,0.538,-1.997,0.555,0,14.913,1.74
PdVO3,Pd,V,2,4,0.86,0.58,cubic,0,3.767,3.767,3.767,90,90,90,0,-1.267,0.495,0.203,10.691,1.653
PdWO3,Pd,W,2,4,0.86,0.66,cubic,0,3.895,3.895,3.895,90,90,90,0,-1.411,0.546,-0.062,11.819,4.195
PdYO3,Pd,Y,3,3,0.76,0.9,cubic,0,4.344,4.344,4.344,90,90,90,0,-1.149,1.08,0.6,16.398,-4.518
PdYbO3,Pd,Yb,3,3,0.76,0.87,orthorhombic,3,5.371,5.643,8.172,90,90,90,0.215,-1.535,0.359,-,12.384,-8.424
PdZrO3,Pd,Zr,2,4,0.86,0.72,cubic,0,4.124,4.124,4.124,90,90,90,0,-1.72,0.719,0.397,14.033,-0.785
PrAgO3,Pr,Ag,3,3,1.18,0.75,orthorhombic,3,5.598,6.01,8.009,90,90,90,0,-1.892,0.009,0,13.474,0.177
PrAlO3,Pr,Al,3,3,1.18,0.54,rhombohedral,2,5.323,5.323,5.323,60.5,60.5,60.5,4.271,-3.5,-0.079,0,10.784,6.474
PrAsO3,Pr,As,3,3,1.18,0.58,orthorhombic,3,5.595,5.973,8.07,90,90,90,0,-2.345,0.166,0,13.485,2.791
PrBO3,Pr,B,4,2,0.96,0.27,cubic,0,3.567,3.567,3.567,90,90,90,2.243,-2.4,0.885,0,9.076,4.889
PrBiO3,Pr,Bi,3,3,1.18,1.03,cubic,0,4.364,4.364,4.364,90,90,90,0,-1.746,0.779,0,16.619,1.423
PrCeO3,Pr,Ce,3,3,1.18,1.01,cubic,0,4.554,4.554,4.554,90,90,90,0.881,-2.558,0.99,0,18.884,2.634
PrCoO3,Pr,Co,3,3,1.18,0.61,orthorhombic,3,5.39,5.477,7.701,90,90,90,1.178,-2.415,-0.001,0,11.367,-
PrCrO3,Pr,Cr,3,3,1.18,0.62,orthorhombic,3,5.462,5.596,7.782,90,90,90,2.237,-3.104,-0.075,0.6,11.895,4.766
PrCuO3,Pr,Cu,3,3,1.18,0.54,orthorhombic,3,5.414,5.434,7.661,90,90,90,0,-2.172,-0.052,0,11.27,1.338
PrDyO3,Pr,Dy,3,3,1.18,0.91,cubic,0,4.291,4.291,4.291,90,90,90,1.646,-3.123,0.59,0,15.805,4.491
PrErO3,Pr,Er,3,3,1.18,0.89,orthorhombic,3,5.781,6.039,8.377,90,90,90,4.898,-3.704,0.033,0,14.623,4.728
PrEuO3,Pr,Eu,3,3,1.18,0.95,cubic,0,4.287,4.287,4.287,90,90,90,0,-2.362,0.785,0.141,15.752,-1.198
PrFeO3,Pr,Fe,3,3,1.18,0.65,orthorhombic,3,5.477,5.641,7.811,90,90,90,1.048,-2.69,-0.077,1,12.066,3.968
PrGaO3,Pr,Ga,3,3,1.18,0.62,orthorhombic,3,5.468,5.548,7.771,90,90,90,3.774,-2.875,-0.036,0,11.788,4.936
PrGdO3,Pr,Gd,3,3,1.18,0.94,cubic,0,4.342,4.342,4.342,90,90,90,1.533,-3.016,0.668,0,16.368,4.197
PrGeO3,Pr,Ge,3,3,1.18,0.63,orthorhombic,3,5.533,5.846,7.967,90,90,90,0,-2.496,0.142,0,12.886,3.236
PrHfO3,Pr,Hf,3,3,1.18,0.71,orthorhombic,3,5.589,5.595,8.514,90,90,90,0,-3.402,0.114,0,13.311,5.113
PrHoO3,Pr,Ho,3,3,1.18,0.9,cubic,0,4.267,4.267,4.267,90,90,90,1.831,-3.171,0.554,0,15.54,4.602
PrInO3,Pr,In,3,3,1.18,0.8,orthorhombic,3,5.67,5.968,8.212,90,90,90,2.989,-2.705,0.005,0,13.896,3.343
PrIrO3,Pr,Ir,3,3,1.18,0.68,orthorhombic,3,5.402,5.928,7.846,90,90,90,0.873,-2.181,0.104,0,12.563,0.203
PrLaO3,Pr,La,3,3,1.18,1.03,cubic,0,4.533,4.533,4.533,90,90,90,0.501,-2.68,0.965,0,18.627,2.547
PrLuO3,Pr,Lu,3,3,1.18,0.86,orthorhombic,3,5.729,5.966,8.292,90,90,90,5.018,-3.755,0.013,0,14.171,5.041
PrMnO3,Pr,Mn,3,3,1.18,0.65,orthorhombic,3,5.468,5.685,7.77,90,90,90,0,-2.868,0.002,0.8,12.077,3.883
PrMoO3,Pr,Mo,3,3,1.18,0.69,orthorhombic,3,5.531,5.928,7.974,90,90,90,0,-2.596,0.189,0.549,13.072,2.939
PrNbO3,Pr,Nb,3,3,1.18,0.72,orthorhombic,3,5.542,6.032,7.899,90,90,90,0,-2.913,0.193,0.001,13.202,4.097
PrNdO3,Pr,Nd,3,3,1.18,0.98,cubic,0,4.472,4.472,4.472,90,90,90,1.091,-2.732,0.866,0,17.89,3.249
PrNiO3,Pr,Ni,3,3,1.18,0.6,orthorhombic,3,5.395,5.423,7.636,90,90,90,0,-2.312,-0.028,0.198,11.169,1.493
PrPdO3,Pr,Pd,2,4,1.18,0.62,orthorhombic,3,5.552,5.951,7.794,90,90,90,0,-2.127,0.01,0.001,12.876,0.75
Pr2O3,Pr,Pr,3,3,1.18,0.99,cubic,0,4.51,4.51,4.51,90,90,90,0.91,-2.652,0.924,0,18.345,2.96
PrReO3,Pr,Re,3,3,1.18,0.63,cubic,0,3.983,3.983,3.983,90,90,90,0,-2.061,0.541,0.177,12.642,1.618
PrRhO3,Pr,Rh,3,3,1.18,0.67,orthorhombic,3,5.421,5.849,7.839,90,90,90,0.708,-2.316,-0.06,0,12.426,0.878
PrRuO3,Pr,Ru,3,3,1.18,0.68,orthorhombic,3,5.384,5.895,7.818,90,90,90,0,-2.32,0.072,0.198,12.405,1.73
PrSbO3,Pr,Sb,3,3,1.18,0.76,cubic,0,4.248,4.248,4.248,90,90,90,0,-1.946,0.711,0,15.329,1.926
PrScO3,Pr,Sc,3,3,1.18,0.75,orthorhombic,3,5.596,5.811,8.04,90,90,90,4.487,-3.721,-0.029,0,13.073,5.422
PrSiO3,Pr,Si,3,3,1.18,0.4,tetragonal,1,3.579,3.579,4.549,90,90,90,0,-2.737,0.434,0.001,11.65,4.673
PrSmO3,Pr,Sm,3,3,1.18,0.96,cubic,0,4.408,4.408,4.408,90,90,90,1.274,-2.872,0.767,0,17.13,3.759
PrSnO3,Pr,Sn,3,3,1.18,0.69,cubic,0,4.151,4.151,4.151,90,90,90,0,-2.187,0.571,0,14.3,2.737
PrTaO3,Pr,Ta,3,3,1.18,0.72,orthorhombic,3,5.526,6.018,7.85,90,90,90,0,-2.914,0.311,0,13.054,4.18
PrTbO3,Pr,Tb,3,3,1.18,0.92,cubic,0,4.315,4.315,4.315,90,90,90,1.649,-2.941,0.628,0,16.073,4.361
PrTeO3,Pr,Te,2,4,1.18,0.97,cubic,0,4.266,4.266,4.266,90,90,90,0,-1.633,0.809,0,15.529,1.546
PrTiO3,Pr,Ti,3,3,1.18,0.67,orthorhombic,3,5.493,5.695,7.84,90,90,90,0,-3.382,-0.033,0.194,12.264,5.31
PrTlO3,Pr,Tl,3,3,1.18,0.89,orthorhombic,3,5.774,6.149,8.433,90,90,90,1.132,-2.214,0.043,0,14.972,1.197
PrTmO3,Pr,Tm,3,3,1.18,0.88,orthorhombic,3,5.763,6.005,8.349,90,90,90,5.007,-3.729,0.025,0,14.447,4.856
PrUO3,Pr,U,3,3,1.18,1.03,cubic,0,4.397,4.397,4.397,90,90,90,0,-2.754,0.752,0.546,16.999,2.997
PrVO3,Pr,V,3,3,1.18,0.64,orthorhombic,3,5.482,5.721,7.814,90,90,90,1.333,-3.18,-0.077,0.4,12.254,4.458
PrWO3,Pr,W,3,3,1.18,0.66,orthorhombic,3,5.371,6.049,7.836,90,90,90,0,-2.469,0.386,0.001,12.729,2.545
PrYO3,Pr,Y,3,3,1.18,0.9,cubic,0,4.291,4.291,4.291,90,90,90,2.003,-3.1,0.593,0,15.797,4.454
PrYbO3,Pr,Yb,3,3,1.18,0.87,cubic,0,4.142,4.142,4.142,90,90,90,0,-2.584,0.608,0.064,14.208,-1.033
PrZrO3,Pr,Zr,3,3,1.18,0.72,orthorhombic,3,5.681,6.093,8.031,90,90,90,0,-3.32,0.152,0.167,13.899,4.757
RbBiO3,Rb,Bi,1,5,1.72,0.76,cubic,0,4.277,4.277,4.277,90,90,90,0,-1.302,0.121,-,15.651,0.222
RbCrO3,Rb,Cr,1,5,1.72,0.49,cubic,0,3.819,3.819,3.819,90,90,90,0,-1.509,0.537,0.2,11.14,-0.714
RbIrO3,Rb,Ir,1,5,1.72,0.57,rhombohedral,2,5.625,5.625,5.625,60.1,60.1,60.1,0,-1.034,0.256,0.268,12.613,1.078
RbMoO3,Rb,Mo,1,5,1.72,0.61,rhombohedral,2,5.636,5.636,5.636,60,60,60,0,-2.143,0.13,0,12.656,4.668
RbNbO3,Rb,Nb,1,5,1.72,0.64,tetragonal,1,4.036,4.036,4.162,90,90,90,1.587,-2.612,0.062,0,13.561,5.22
RbReO3,Rb,Re,1,5,1.72,0.58,cubic,0,3.956,3.956,3.956,90,90,90,0,-1.807,0.115,0,12.383,4.572
RbRuO3,Rb,Ru,1,5,1.72,0.57,cubic,0,3.951,3.951,3.951,90,90,90,0,-1.265,0.189,0.004,12.332,1.633
RbSbO3,Rb,Sb,1,5,1.72,0.6,tetragonal,1,3.763,3.763,5.864,90,90,90,0,-1.659,0.194,-,16.604,1.916
RbTaO3,Rb,Ta,1,5,1.72,0.64,tetragonal,1,4.027,4.027,4.121,90,90,90,2.228,-2.824,0.048,0,13.367,6.335
RbUO3,Rb,U,1,5,1.72,0.76,rhombohedral,2,6.179,6.179,6.179,60,60,60,2.986,-3.114,-0.053,0.2,16.684,4.513
RbWO3,Rb,W,1,5,1.72,0.62,orthorhombic,3,5.632,5.636,7.973,90,90,90,0,-2.262,0.115,-0.001,12.654,5.767
ReAgO3,Re,Ag,5,1,0.58,1.15,cubic,0,4,4,4,90,90,90,0,0.863,2.384,0.855,12.798,-11.335
ReBO3,Re,B,5,1,0.58,0.27,cubic,0,3.39,3.39,3.39,90,90,90,0,-0.225,1.855,0.452,7.795,-0.383
ReBeO3,Re,Be,4,2,0.63,0.45,cubic,0,3.404,3.404,3.404,90,90,90,0,-0.834,1.377,0.347,7.89,-1.923
ReCoO3,Re,Co,5,1,0.58,0.75,cubic,0,3.663,3.663,3.663,90,90,90,0,0.006,1.529,0.767,9.833,-5.095
ReCsO3,Re,Cs,5,1,0.58,1.67,cubic,0,4.449,4.449,4.449,90,90,90,0,1.459,3.389,1.033,17.612,-
ReCuO3,Re,Cu,5,1,0.58,0.77,cubic,0,3.702,3.702,3.702,90,90,90,0,0.264,1.785,0.733,10.15,-6.222
ReFeO3,Re,Fe,5,1,0.58,0.78,cubic,0,3.809,3.809,3.809,90,90,90,0,-0.135,1.497,1.795,11.05,-4.592
ReKO3,Re,K,5,1,0.58,1.38,rhombohedral,2,6.323,6.323,6.323,61.2,61.2,61.2,1.623,-1.718,0.21,0,18.357,-10.916
ReLiO3,Re,Li,5,1,0.58,0.76,orthorhombic,3,4.789,5.019,7.817,90,90,90,0,-1.694,0.294,0,9.395,-6.902
ReNaO3,Re,Na,5,1,0.58,1.02,rhombohedral,2,5.93,5.93,5.93,59.3,59.3,59.3,0.856,-1.642,0.297,0,14.518,-15.373
ReNbO3,Re,Nb,5,1,0.58,0.72,cubic,0,4.027,4.027,4.027,90,90,90,0,-0.881,1.358,0.96,13.058,1.303
ReNiO3,Re,Ni,5,1,0.58,0.69,cubic,0,3.685,3.685,3.685,90,90,90,0,0.087,1.608,0.972,10.01,-4.162
ReRbO3,Re,Rb,5,1,0.58,1.52,rhombohedral,2,6.531,6.531,6.531,62.8,62.8,62.8,1.753,-1.739,0.183,0,20.938,-
ReRhO3,Re,Rh,5,1,0.58,0.67,cubic,0,3.907,3.907,3.907,90,90,90,0,0.351,1.872,0.727,11.925,-
RhAgO3,Rh,Ag,3,3,0.67,0.75,cubic,0,3.993,3.993,3.993,90,90,90,0,0.585,1.314,0.733,12.73,-6.797
RhAlO3,Rh,Al,3,3,0.67,0.54,cubic,0,3.653,3.653,3.653,90,90,90,0,-1.32,0.779,0.618,9.753,-1.36
RhAsO3,Rh,As,3,3,0.67,0.58,cubic,0,3.792,3.792,3.792,90,90,90,0,-0.341,0.852,0.523,10.905,0.405
RhBO3,Rh,B,3,3,0.67,0.27,cubic,0,3.367,3.367,3.367,90,90,90,0,-0.449,1.329,0.012,7.636,-1.124
RhBeO3,Rh,Be,4,2,0.6,0.45,cubic,0,3.422,3.422,3.422,90,90,90,0,-0.776,1.033,0.002,8.012,-3.7
RhBiO3,Rh,Bi,1,5,0.67,0.76,cubic,0,4.195,4.195,4.195,90,90,90,0,-0.143,1.096,0.491,14.766,-3.897
RhCeO3,Rh,Ce,3,3,0.67,1.01,orthorhombic,3,5.604,5.941,8.537,90,90,90,0.48,-1.895,0.393,0,14.211,-6.947
RhCoO3,Rh,Co,3,3,0.67,0.61,cubic,0,3.682,3.682,3.682,90,90,90,0,-0.195,0.957,1.061,9.984,-0.711
RhCrO3,Rh,Cr,3,3,0.67,0.62,cubic,0,3.754,3.754,3.754,90,90,90,0,-0.803,0.905,0.867,10.584,-1.031
RhCuO3,Rh,Cu,3,3,0.67,0.54,cubic,0,3.717,3.717,3.717,90,90,90,0,0.102,1.047,0.809,10.267,-4.112
RhDyO3,Rh,Dy,3,3,0.67,0.91,cubic,0,4.291,4.291,4.291,90,90,90,0,-1.03,1.362,0.801,15.805,-5.792
RhErO3,Rh,Er,3,3,0.67,0.89,cubic,0,4.251,4.251,4.251,90,90,90,0,-1.097,1.319,0.806,15.362,-5.458
RhEuO3,Rh,Eu,3,3,0.67,0.95,orthorhombic,3,5.699,5.881,7.961,90,90,90,0,-1.726,0.383,0.001,13.343,-9.624
RhFeO3,Rh,Fe,3,3,0.67,0.65,cubic,0,3.776,3.776,3.776,90,90,90,0,-0.448,0.844,1.522,10.772,-2.494
RhGaO3,Rh,Ga,3,3,0.67,0.62,cubic,0,3.807,3.807,3.807,90,90,90,0,-0.567,0.951,0.802,11.032,-2.905
RhGdO3,Rh,Gd,3,3,0.67,0.94,cubic,0,4.334,4.334,4.334,90,90,90,0,-0.957,1.451,0.816,16.285,-6.12
RhHfO3,Rh,Hf,3,3,0.67,0.71,cubic,0,4.055,4.055,4.055,90,90,90,0,-1.79,0.825,0.599,13.338,0.072
RhHoO3,Rh,Ho,3,3,0.67,0.9,cubic,0,4.271,4.271,4.271,90,90,90,0,-1.065,1.339,0.803,15.578,-5.625
RhInO3,Rh,In,3,3,0.67,0.8,cubic,0,4.108,4.108,4.108,90,90,90,0,-0.154,1.235,0.804,13.866,-5.19
RhIrO3,Rh,Ir,1,5,0.67,0.57,cubic,0,3.884,3.884,3.884,90,90,90,0,-0.007,0.943,0.506,11.719,0.624
RhLaO3,Rh,La,3,3,0.67,1.03,orthorhombic,3,5.623,5.901,8.525,90,90,90,0.397,-2.013,0.373,0,14.146,-6.598
RhLuO3,Rh,Lu,3,3,0.67,0.86,cubic,0,4.188,4.188,4.188,90,90,90,0,-1.197,1.251,0.8,14.691,-4.931
RhMnO3,Rh,Mn,3,3,0.67,0.65,cubic,0,3.763,3.763,3.763,90,90,90,0,-0.637,0.851,1.333,10.656,-1.999
RhMoO3,Rh,Mo,3,3,0.67,0.69,cubic,0,3.898,3.898,3.898,90,90,90,0,-1.034,0.697,0.396,11.844,3.479
RhNbO3,Rh,Nb,1,5,0.67,0.64,cubic,0,3.983,3.983,3.983,90,90,90,0,-1.463,0.675,0.4,12.642,2.003
RhNdO3,Rh,Nd,3,3,0.67,0.98,orthorhombic,3,5.487,5.883,8.46,90,90,90,0.355,-1.95,0.386,0,13.655,-6.698
RhNiO3,Rh,Ni,3,3,0.67,0.6,cubic,0,3.69,3.69,3.69,90,90,90,0,-0.036,1.083,1.007,10.05,-3.845
RhPdO3,Rh,Pd,3,3,0.67,0.76,cubic,0,3.924,3.924,3.924,90,90,90,0,0.257,1.139,0.765,12.081,-2.47
RhPrO3,Rh,Pr,3,3,0.67,0.99,orthorhombic,3,5.542,5.911,8.498,90,90,90,0.344,-1.925,0.39,-0.001,13.917,-6.823
RhReO3,Rh,Re,3,3,0.67,0.63,cubic,0,3.872,3.872,3.872,90,90,90,0,-0.703,0.817,0.37,11.608,3.064
Rh2O3,Rh,Rh,3,3,0.67,0.67,cubic,0,3.88,3.88,3.88,90,90,90,0,-0.004,0.93,0.762,11.681,0.096
RhRuO3,Rh,Ru,3,3,0.67,0.68,cubic,0,3.853,3.853,3.853,90,90,90,0,-0.271,0.801,0.312,11.438,1.431
RhSbO3,Rh,Sb,1,5,0.67,0.6,cubic,0,3.982,3.982,3.982,90,90,90,0,-0.553,0.75,0.449,12.63,1.186
RhScO3,Rh,Sc,3,3,0.67,0.75,cubic,0,4.018,4.018,4.018,90,90,90,0,-1.273,1.098,0.8,12.974,-
RhSmO3,Rh,Sm,3,3,0.67,0.96,cubic,0,4.389,4.389,4.389,90,90,90,0,-0.862,1.509,0.808,16.907,-6.45
RhTaO3,Rh,Ta,1,5,0.67,0.64,cubic,0,3.961,3.961,3.961,90,90,90,0,-1.699,0.648,0.4,12.425,4.232
RhTbO3,Rh,Tb,3,3,0.67,0.92,cubic,0,4.312,4.312,4.312,90,90,90,0,-0.863,1.421,0.799,16.037,-5.957
RhTiO3,Rh,Ti,3,3,0.67,0.67,cubic,0,3.846,3.846,3.846,90,90,90,0,-1.562,0.695,0.6,11.375,0.396
RhTlO3,Rh,Tl,3,3,0.67,0.89,orthorhombic,3,5.372,5.5,8.629,90,90,90,0,-0.616,0.353,0.001,12.748,-7.142
RhTmO3,Rh,Tm,3,3,0.67,0.88,cubic,0,4.226,4.226,4.226,90,90,90,0,-1.14,1.292,0.802,15.091,-5.247
RhUO3,Rh,U,1,5,0.67,0.76,cubic,0,4.294,4.294,4.294,90,90,90,0,-1.826,0.777,0.2,15.838,1.61
RhVO3,Rh,V,3,3,0.67,0.64,cubic,0,3.762,3.762,3.762,90,90,90,0,-1.122,0.692,0.576,10.648,0.276
RhWO3,Rh,W,3,3,0.67,0.66,cubic,0,3.9,3.9,3.9,90,90,90,0,-1.155,0.802,0.365,11.861,4.107
RhYO3,Rh,Y,3,3,0.67,0.9,cubic,0,4.308,4.308,4.308,90,90,90,0,-1.003,1.368,0.804,15.99,-5.775
RhYbO3,Rh,Yb,3,3,0.67,0.87,orthorhombic,3,5.663,5.678,7.555,90,90,90,0,-1.754,0.36,0,12.146,-8.752
RhZrO3,Rh,Zr,3,3,0.67,0.72,cubic,0,4.114,4.114,4.114,90,90,90,0,-1.599,0.892,0.6,13.927,-0.656
RuAgO3,Ru,Ag,5,1,0.57,1.15,orthorhombic,3,5.27,5.493,8.87,90,90,90,0,-0.656,0.209,-0.001,12.837,-7.277
RuBO3,Ru,B,3,3,0.68,0.27,cubic,0,3.356,3.356,3.356,90,90,90,0,-0.446,1.435,0.048,7.562,-0.679
RuCeO3,Ru,Ce,2,4,0.68,0.87,orthorhombic,3,5.797,5.9,8.318,90,90,90,0,-1.915,0.415,0.002,14.222,-7.543
RuCoO3,Ru,Co,2,4,0.68,0.53,cubic,0,3.662,3.662,3.662,90,90,90,0,-0.204,1.056,0.945,9.821,-2.148
RuCrO3,Ru,Cr,2,4,0.68,0.55,cubic,0,3.79,3.79,3.79,90,90,90,0,-0.791,1.02,1.344,10.888,-0.858
RuCuO3,Ru,Cu,5,1,0.57,0.77,cubic,0,3.713,3.713,3.713,90,90,90,0,0.071,1.154,0.994,10.235,-4.047
RuFeO3,Ru,Fe,2,4,0.68,0.59,cubic,0,3.79,3.79,3.79,90,90,90,0,-0.434,0.967,1.763,10.889,-2.602
RuGeO3,Ru,Ge,2,4,0.68,0.53,cubic,0,3.745,3.745,3.745,90,90,90,0,-0.637,0.876,0.803,10.506,0.465
RuHfO3,Ru,Hf,2,4,0.68,0.71,cubic,0,4.058,4.058,4.058,90,90,90,0,-1.737,0.946,0.798,13.366,0.708
RuIrO3,Ru,Ir,2,4,0.68,0.63,cubic,0,3.895,3.895,3.895,90,90,90,0,0.074,1.153,0.804,11.822,-
RuKO3,Ru,K,5,1,0.57,1.38,orthorhombic,3,6.246,6.378,9.503,90,90,90,0.273,-1.187,0.265,0.2,18.927,-7.311
RuLiO3,Ru,Li,5,1,0.57,0.76,orthorhombic,3,5.092,5.402,6.547,90,90,90,0,-1.264,0.231,0.039,9.005,-6.885
RuMnO3,Ru,Mn,2,4,0.68,0.53,cubic,0,3.772,3.772,3.772,90,90,90,0,-0.63,0.97,1.577,10.73,-1.922
RuMoO3,Ru,Mo,2,4,0.68,0.65,cubic,0,3.911,3.911,3.911,90,90,90,0,-0.9,0.83,0.624,11.961,3.405
RuNaO3,Ru,Na,5,1,0.57,1.02,orthorhombic,3,5.361,5.519,8.472,90,90,90,0,-1.203,0.259,0.001,12.535,-13.44
RuNbO3,Ru,Nb,2,4,0.68,0.68,cubic,0,3.993,3.993,3.993,90,90,90,0,-1.319,0.853,0.613,12.729,3.675
RuNiO3,Ru,Ni,2,4,0.68,0.48,cubic,0,3.65,3.65,3.65,90,90,90,0,-0.048,1.208,1.157,9.724,-3.858
RuPbO3,Ru,Pb,2,4,0.68,0.78,rhombohedral,2,5.873,5.873,5.873,64.8,64.8,64.8,0.216,-0.941,0.347,0.4,15.822,-
RuPdO3,Ru,Pd,2,4,0.68,0.62,cubic,0,3.921,3.921,3.921,90,90,90,0,0.264,1.283,0.963,12.053,-0.891
RuPrO3,Ru,Pr,2,4,0.68,0.85,cubic,0,4.471,4.471,4.471,90,90,90,0,-0.655,1.737,1.001,17.87,-7.374
RuRbO3,Ru,Rb,5,1,0.57,1.52,orthorhombic,3,5.145,6.021,11.379,90,90,90,0,-1.33,0.124,0.129,17.622,-5.944
RuReO3,Ru,Re,2,4,0.68,0.63,cubic,0,3.889,3.889,3.889,90,90,90,0,-0.559,0.962,0.611,11.763,2.343
RuRhO3,Ru,Rh,2,4,0.68,0.6,cubic,0,3.879,3.879,3.879,90,90,90,0,0.036,1.108,0.882,11.671,-0.138
RuSbO3,Ru,Sb,2,4,0.68,0.68,cubic,0,4.013,4.013,4.013,90,90,90,0,-0.406,0.965,0.682,12.925,0.985
RuSiO3,Ru,Si,2,4,0.68,0.4,cubic,0,3.583,3.583,3.583,90,90,90,0,-1.257,0.967,0.8,9.203,3.678
RuSnO3,Ru,Sn,2,4,0.68,0.69,cubic,0,4.016,4.016,4.016,90,90,90,0,-0.564,0.988,0.8,12.952,1.963
RuTaO3,Ru,Ta,2,4,0.68,0.68,cubic,0,3.969,3.969,3.969,90,90,90,0,-1.532,0.85,0.602,12.505,4.265
RuTbO3,Ru,Tb,2,4,0.68,0.76,cubic,0,4.295,4.295,4.295,90,90,90,0,-0.809,1.553,1.001,15.85,-6.28
RuTeO3,Ru,Te,2,4,0.68,0.97,cubic,0,4.117,4.117,4.117,90,90,90,0,-0.102,1.084,0.691,13.96,0.697
RuThO3,Ru,Th,2,4,0.68,0.94,cubic,0,4.528,4.528,4.528,90,90,90,0,-1.453,1.469,0.8,18.571,-2.55
RuTiO3,Ru,Ti,2,4,0.68,0.61,cubic,0,3.851,3.851,3.851,90,90,90,0,-1.519,0.807,0.798,11.424,0.353
RuUO3,Ru,U,2,4,0.68,0.89,cubic,0,4.302,4.302,4.302,90,90,90,0,-1.637,1.035,0.816,15.924,1.326
RuVO3,Ru,V,2,4,0.68,0.58,cubic,0,3.778,3.778,3.778,90,90,90,0,-1.048,0.837,0.876,10.785,-0.697
RuWO3,Ru,W,2,4,0.68,0.66,cubic,0,3.913,3.913,3.913,90,90,90,0,-0.985,0.972,0.597,11.986,3.739
RuZrO3,Ru,Zr,2,4,0.68,0.72,cubic,0,4.113,4.113,4.113,90,90,90,0,-1.544,1.015,0.801,13.92,-0.259
SbAgO3,Sb,Ag,3,3,0.76,0.75,orthorhombic,3,5.427,5.695,8.698,90,90,90,0.206,-0.935,0.331,-,13.442,-0.728
SbAlO3,Sb,Al,3,3,0.76,0.54,tetragonal,1,3.592,3.592,4.352,90,90,90,1.287,-2.282,0.141,-,11.23,4.409
SbAsO3,Sb,As,3,3,0.76,0.58,cubic,0,3.975,3.975,3.975,90,90,90,0,-0.813,0.71,-,12.566,1.577
SbBO3,Sb,B,3,3,0.76,0.27,cubic,0,3.491,3.491,3.491,90,90,90,1.554,-1.1,1.001,-,8.51,3.328
SbCoO3,Sb,Co,3,3,0.76,0.61,cubic,0,3.734,3.734,3.734,90,90,90,0.194,-0.969,0.549,0,10.413,2.075
SbCrO3,Sb,Cr,3,3,0.76,0.62,orthorhombic,3,5.272,5.679,7.647,90,90,90,0.811,-1.891,0.139,0.6,11.448,2.906
